No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
606,606_0,Beheeyem,Beheeyem,5,1,34.5,Psychic,,Telepathy,Synchronize,Analytic,Brown,50,50,0,20,Human-Like,,90,170,1000000,Ordinary,,,75,75,75,125,95,40,485,0,0,0,2,0,0
607,607_0,Litwick,Litwick,5,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,White,50,50,0,20,Amorphous,,190,55,1059860,Ordinary,,,50,30,55,65,55,20,275,0,0,0,1,0,0
608,608_0,Lampent,Lampent,5,0.6,13,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,90,130,1059860,Ordinary,,,60,40,60,95,60,55,370,0,0,0,2,0,0
609,609_0,Chandelure,Chandelure,5,1,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,45,260,1059860,Ordinary,,,60,55,90,145,90,80,520,0,0,0,3,0,0
610,610_0,Axew,Axew,5,0.6,18,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,75,64,1250000,Ordinary,,,46,87,60,30,40,57,320,0,1,0,0,0,0
611,611_0,Fraxure,Fraxure,5,1,36,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,60,144,1250000,Ordinary,,,66,117,70,40,50,67,410,0,2,0,0,0,0
612,612_0,Haxorus,Haxorus,5,1.8,105.5,Dragon,,Rivalry,Mold Breaker,Unnerve,Yellow,50,50,0,40,Monster,Dragon,45,270,1250000,Ordinary,,,76,147,90,60,70,97,540,0,3,0,0,0,0
613,613_0,Cubchoo,Cubchoo,5,0.5,8.5,Ice,,Snow Cloak,Slush Rush,Rattled,White,50,50,0,20,Ground,,120,61,1000000,Ordinary,,,55,70,40,60,40,40,305,0,1,0,0,0,0
614,614_0,Beartic,Beartic,5,2.6,260,Ice,,Snow Cloak,Slush Rush,Swift Swim,White,50,50,0,20,Ground,,60,177,1000000,Ordinary,,,95,130,80,70,80,50,505,0,2,0,0,0,0
615,615_0,Cryogonal,Cryogonal,5,1.1,148,Ice,,Levitate,,,Blue,0,0,100,25,Mineral,,25,180,1000000,Ordinary,,,80,50,50,95,135,105,515,0,0,0,0,2,0
616,616_0,Shelmet,Shelmet,5,0.4,7.7,Bug,,Hydration,Shell Armor,Overcoat,Red,50,50,0,15,Bug,,200,61,1000000,Ordinary,,,50,40,85,40,65,25,305,0,0,1,0,0,0
617,617_0,Accelgor,Accelgor,5,0.8,25.3,Bug,,Hydration,Sticky Hold,Unburden,Red,50,50,0,15,Bug,,75,173,1000000,Ordinary,,,80,70,40,100,60,145,495,0,0,0,0,0,2
618,618_0,Stunfisk,Stunfisk,5,0.7,11,Ground,Electric,Static,Limber,Sand Veil,Brown,50,50,0,20,Water1,Amorphous,75,165,1000000,Ordinary,,,109,66,84,81,99,32,471,2,0,0,0,0,0
618,618_1,Stunfisk,Galarian Stunfisk,8,0.7,20.5,Ground,Steel,Mimicry,,,Green,50,50,0,20,Water1,Amorphous,75,165,1000000,Ordinary,,Galarian,109,81,99,66,84,32,471,2,0,0,0,0,0
619,619_0,Mienfoo,Mienfoo,5,0.9,20,Fighting,,Inner Focus,Regenerator,Reckless,Yellow,50,50,0,25,Ground,Human-Like,180,70,1059860,Ordinary,,,45,85,50,55,50,65,350,0,1,0,0,0,0
620,620_0,Mienshao,Mienshao,5,1.4,35.5,Fighting,,Inner Focus,Regenerator,Reckless,Purple,50,50,0,25,Ground,Human-Like,45,179,1059860,Ordinary,,,65,125,60,95,60,105,510,0,2,0,0,0,0
621,621_0,Druddigon,Druddigon,5,1.6,139,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Red,50,50,0,30,Dragon,Monster,45,170,1000000,Ordinary,,,77,120,90,60,90,48,485,0,2,0,0,0,0
622,622_0,Golett,Golett,5,1,92,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,190,61,1000000,Ordinary,,,59,74,50,35,50,35,303,0,1,0,0,0,0
623,623_0,Golurk,Golurk,5,2.8,330,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,90,169,1000000,Ordinary,,,89,124,80,55,80,55,483,0,2,0,0,0,0
624,624_0,Pawniard,Pawniard,5,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,120,68,1000000,Ordinary,,,45,85,70,40,40,60,340,0,1,0,0,0,0
625,625_0,Bisharp,Bisharp,5,1.6,70,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,45,172,1000000,Ordinary,,,65,125,100,60,70,70,490,0,2,0,0,0,0
626,626_0,Bouffalant,Bouffalant,5,1.6,94.6,Normal,,Reckless,Sap Sipper,Soundproof,Brown,50,50,0,20,Ground,,45,172,1000000,Ordinary,,,95,110,95,40,95,55,490,0,2,0,0,0,0
627,627_0,Rufflet,Rufflet,5,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,White,100,0,0,20,Flying,,190,70,1250000,Ordinary,,,70,83,50,37,50,60,350,0,1,0,0,0,0
628,628_0,Braviary,Braviary,5,1.5,41,Normal,Flying,Keen Eye,Sheer Force,Defiant,Red,100,0,0,20,Flying,,60,179,1250000,Ordinary,,,100,123,75,57,75,80,510,0,2,0,0,0,0
628,628_1,Braviary,Hisuian Braviary,8,1.7,43.4,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,Red,100,0,0,20,Flying,,60,179,1250000,Ordinary,,Hisuian,110,83,70,112,70,65,510,0,0,0,2,0,0
629,629_0,Vullaby,Vullaby,5,0.5,9,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0,100,0,20,Flying,,190,74,1250000,Ordinary,,,70,55,75,45,65,60,370,0,0,1,0,0,0
630,630_0,Mandibuzz,Mandibuzz,5,1.2,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0,100,0,20,Flying,,60,179,1250000,Ordinary,,,110,65,105,55,95,80,510,0,0,0,2,0,0
631,631_0,Heatmor,Heatmor,5,1.4,58,Fire,,Gluttony,Flash Fire,White Smoke,Red,50,50,0,20,Ground,,90,169,1000000,Ordinary,,,85,97,66,105,66,65,484,0,0,0,2,0,0
632,632_0,Durant,Durant,5,0.3,33,Bug,Steel,Swarm,Hustle,Truant,Gray,50,50,0,20,Bug,,90,169,1000000,Ordinary,,,58,109,112,48,48,109,484,0,0,2,0,0,0
633,633_0,Deino,Deino,5,0.8,17.3,Dark,Dragon,Hustle,,,Blue,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,52,65,50,45,50,38,300,0,1,0,0,0,0
634,634_0,Zweilous,Zweilous,5,1.4,50,Dark,Dragon,Hustle,,,Blue,50,50,0,40,Dragon,,45,147,1250000,Ordinary,,,72,85,70,65,70,58,420,0,2,0,0,0,0
635,635_0,Hydreigon,Hydreigon,5,1.8,160,Dark,Dragon,Levitate,,,Blue,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,92,105,90,125,90,98,600,0,0,0,3,0,0
636,636_0,Larvesta,Larvesta,5,1.1,28.8,Bug,Fire,Flame Body,,Swarm,White,50,50,0,40,Bug,,45,72,1250000,Ordinary,,,55,85,55,50,55,60,360,0,1,0,0,0,0
637,637_0,Volcarona,Volcarona,5,1.6,46,Bug,Fire,Flame Body,,Swarm,White,50,50,0,40,Bug,,15,275,1250000,Ordinary,,,85,60,65,135,105,100,550,0,0,0,3,0,0
638,638_0,Cobalion,Cobalion,5,2.1,250,Steel,Fighting,Justified,,,Blue,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,90,129,90,72,108,580,0,0,3,0,0,0
639,639_0,Terrakion,Terrakion,5,1.9,260,Rock,Fighting,Justified,,,Gray,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,129,90,72,90,108,580,0,3,0,0,0,0
640,640_0,Virizion,Virizion,5,2,200,Grass,Fighting,Justified,,,Green,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,90,72,90,129,108,580,0,0,0,0,3,0
641,641_0,Tornadus,Tornadus Incarnate Form,5,1.5,63,Flying,,Prankster,,Defiant,Green,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,115,70,125,80,111,580,0,3,0,0,0,0
641,641_1,Tornadus,Tornadus Therian Form,5,1.4,63,Flying,,Regenerator,,,Green,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,100,80,110,90,121,580,0,0,0,0,0,3
642,642_0,Thundurus,Thundurus Incarnate Form,5,1.5,61,Electric,Flying,Prankster,,Defiant,Blue,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,115,70,125,80,111,580,0,3,0,0,0,0
642,642_1,Thundurus,Thundurus Therian Form,5,3,61,Electric,Flying,Volt Absorb,,,Blue,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,105,70,145,80,101,580,0,0,0,3,0,0
643,643_0,Reshiram,Reshiram,5,3.2,330,Dragon,Fire,Turboblaze,,,White,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,120,100,150,120,90,680,0,0,0,3,0,0
644,644_0,Zekrom,Zekrom,5,2.9,345,Dragon,Electric,Teravolt,,,Black,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,150,120,120,100,90,680,0,3,0,0,0,0
645,645_0,Landorus,Landorus Incarnate Form,5,1.5,68,Ground,Flying,Sand Force,,Sheer Force,Brown,100,0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,89,125,90,115,80,101,600,0,0,0,3,0,0
645,645_1,Landorus,Landorus Therian Form,5,1.3,68,Ground,Flying,Intimidate,,,Brown,100,0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,89,145,90,105,80,91,600,0,3,0,0,0,0
646,646_0,Kyurem,Kyurem,5,3,325,Dragon,Ice,Pressure,,,Gray,0,0,100,120,Undiscovered,,3,330,1250000,Legendary,,,125,130,90,130,90,95,660,1,1,0,1,0,0
646,646_1,Kyurem,White Kyurem,5,3.6,325,Dragon,Ice,Turboblaze,,,Gray,0,0,100,120,Undiscovered,,3,350,1250000,Legendary,,,125,120,90,170,100,95,700,0,0,0,3,0,0
646,646_2,Kyurem,Black Kyurem,5,3.3,325,Dragon,Ice,Teravolt,,,Gray,0,0,100,120,Undiscovered,,3,350,1250000,Legendary,,,125,170,100,120,90,95,700,0,3,0,0,0,0
647,647_0,Keldeo,Keldeo Ordinary Form,5,1.4,48.5,Water,Fighting,Justified,,,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Mythical,,,91,72,90,129,90,108,580,0,0,0,3,0,0
647,647_1,Keldeo,Keldeo Resolute Form,5,1.4,48.5,Water,Fighting,Justified,,,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Mythical,,,91,72,90,129,90,108,580,0,0,0,3,0,0
648,648_0,Meloetta,Meloetta Aria Form,5,0.6,6.5,Normal,Psychic,Serene Grace,,,White,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,77,77,128,128,90,600,0,0,0,1,1,1
648,648_1,Meloetta,Meloetta Pirouette Form,5,0.6,6.5,Normal,Fighting,Serene Grace,,,White,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,128,90,77,77,128,600,0,1,1,0,0,1
649,649_0,Genesect,Genesect,5,1.5,82.5,Bug,Steel,Download,,,Purple,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,71,120,95,120,95,99,600,0,1,0,1,0,1
650,650_0,Chespin,Chespin,6,0.4,9,Grass,,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,63,1059860,Ordinary,,,56,61,65,48,45,38,313,0,0,1,0,0,0
651,651_0,Quilladin,Quilladin,6,0.7,29,Grass,,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,142,1059860,Ordinary,,,61,78,95,56,58,57,405,0,0,2,0,0,0
652,652_0,Chesnaught,Chesnaught,6,1.6,90,Grass,Fighting,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,,,88,107,122,74,75,64,530,0,0,3,0,0,0
653,653_0,Fennekin,Fennekin,6,0.4,9.4,Fire,,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,61,1059860,Ordinary,,,40,45,40,62,60,60,307,0,0,0,1,0,0
654,654_0,Braixen,Braixen,6,1,14.5,Fire,,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,143,1059860,Ordinary,,,59,59,58,90,70,73,409,0,0,0,2,0,0
655,655_0,Delphox,Delphox,6,1.5,39,Fire,Psychic,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,,,75,69,72,114,100,104,534,0,0,0,3,0,0
656,656_0,Froakie,Froakie,6,0.3,7,Water,,Torrent,,Protean,Blue,87.5,12.5,0,20,Water1,,45,63,1059860,Ordinary,,,41,56,40,62,44,71,314,0,0,0,0,0,1
657,657_0,Frogadier,Frogadier,6,0.6,10.9,Water,,Torrent,,Protean,Blue,87.5,12.5,0,20,Water1,,45,142,1059860,Ordinary,,,54,63,52,83,56,97,405,0,0,0,0,0,2
658,658_0,Greninja,Greninja,6,1.5,40,Water,Dark,Torrent,,Protean,Blue,100,0,0,20,Water1,,45,265,1059860,Ordinary,,,72,95,67,103,71,122,530,0,0,0,0,0,3
658,658_1,Greninja,Ash Greninja,6,1.5,40,Water,Dark,Battle Bond,,,Blue,100,0,0,20,Undiscovered,,45,288,1059860,Ordinary,,,72,145,67,153,71,132,640,0,0,0,0,0,3
659,659_0,Bunnelby,Bunnelby,6,0.4,5,Normal,,Pickup,Cheek Pouch,Huge Power,Brown,50,50,0,15,Ground,,255,47,1000000,Ordinary,,,38,36,38,32,36,57,237,0,0,0,0,0,1
660,660_0,Diggersby,Diggersby,6,1,42.4,Normal,Ground,Pickup,Cheek Pouch,Huge Power,Brown,50,50,0,15,Ground,,127,148,1000000,Ordinary,,,85,56,77,50,77,78,423,2,0,0,0,0,0
661,661_0,Fletchling,Fletchling,6,0.3,1.7,Normal,Flying,Big Pecks,,Gale Wings,Red,50,50,0,15,Flying,,255,56,1059860,Ordinary,,,45,50,43,40,38,62,278,0,0,0,0,0,1
662,662_0,Fletchinder,Fletchinder,6,0.7,16,Fire,Flying,Flame Body,,Gale Wings,Red,50,50,0,15,Flying,,120,134,1059860,Ordinary,,,62,73,55,56,52,84,382,0,0,0,0,0,2
663,663_0,Talonflame,Talonflame,6,1.2,24.5,Fire,Flying,Flame Body,,Gale Wings,Red,50,50,0,15,Flying,,45,175,1059860,Ordinary,,,78,81,71,74,69,126,499,0,0,0,0,0,3
664,664_0,Scatterbug,Scatterbug,6,0.3,2.5,Bug,,Shield Dust,Compound Eyes,Friend Guard,Black,50,50,0,15,Bug,,255,40,1000000,Ordinary,,,38,35,40,27,25,35,200,0,0,1,0,0,0
665,665_0,Spewpa,Spewpa,6,0.3,8.4,Bug,,Shed Skin,,Friend Guard,Black,50,50,0,15,Bug,,120,75,1000000,Ordinary,,,45,22,60,27,30,29,213,0,0,2,0,0,0
666,666_0,Vivillon,Vivillon,6,1.2,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,White,50,50,0,15,Bug,,45,206,1000000,Ordinary,,,80,52,50,90,50,89,411,1,0,0,1,0,1
667,667_0,Litleo,Litleo,6,0.6,13.5,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,12.5,87.5,0,20,Ground,,220,74,1059860,Ordinary,,,62,50,58,73,54,72,369,0,0,0,1,0,0
668,668_0,Pyroar,Pyroar,6,1.5,81.5,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,12.5,87.5,0,20,Ground,,65,177,1059860,Ordinary,,,86,68,72,109,66,106,507,0,0,0,2,0,0
669,669_0,Flabebe,Flabebe,6,0.1,0.1,Fairy,,Flower Veil,,Symbiosis,White,0,100,0,20,Fairy,,225,61,1000000,Ordinary,,,44,38,39,61,79,42,303,0,0,0,0,1,0
670,670_0,Floette,Floette,6,0.2,0.9,Fairy,,Flower Veil,,Symbiosis,White,0,100,0,20,Fairy,,120,130,1000000,Ordinary,,,54,45,47,75,98,52,371,0,0,0,0,2,0
671,671_0,Florges,Florges,6,1.1,10,Fairy,,Flower Veil,,Symbiosis,White,0,100,0,20,Fairy,,45,276,1000000,Ordinary,,,78,65,68,112,154,75,552,0,0,0,0,3,0
672,672_0,Skiddo,Skiddo,6,0.9,31,Grass,,Sap Sipper,,Grass Pelt,Brown,50,50,0,20,Ground,,200,70,1000000,Ordinary,,,66,65,48,62,57,52,350,1,0,0,0,0,0
673,673_0,Gogoat,Gogoat,6,1.7,91,Grass,,Sap Sipper,,Grass Pelt,Brown,50,50,0,20,Ground,,45,186,1000000,Ordinary,,,123,100,62,97,81,68,531,2,0,0,0,0,0
674,674_0,Pancham,Pancham,6,0.6,8,Fighting,,Iron Fist,Mold Breaker,Scrappy,White,50,50,0,25,Ground,Human-Like,220,70,1000000,Ordinary,,,67,82,62,46,48,43,348,0,1,0,0,0,0
675,675_0,Pangoro,Pangoro,6,2.1,136,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,White,50,50,0,25,Ground,Human-Like,65,173,1000000,Ordinary,,,95,124,78,69,71,58,495,0,2,0,0,0,0
676,676_0,Furfrou,Furfrou,6,1.2,28,Normal,,Fur Coat,,,White,50,50,0,20,Ground,,160,165,1000000,Ordinary,,,75,80,60,65,90,102,472,0,0,0,0,0,1
677,677_0,Espurr,Espurr,6,0.3,3.5,Psychic,,Keen Eye,Infiltrator,Own Tempo,Gray,50,50,0,20,Ground,,190,71,1000000,Ordinary,,,62,48,54,63,60,68,355,0,0,0,0,0,1
678,678_0,Meowstic,Meowstic Male,6,0.6,8.5,Psychic,,Keen Eye,Infiltrator,Prankster,Blue,100,0,0,20,Ground,,75,163,1000000,Ordinary,,,74,48,76,83,81,104,466,0,0,0,0,0,2
678,678_1,Meowstic,Meowstic Female,6,0.6,8.5,Psychic,,Keen Eye,Infiltrator,Competitive,White,0,100,0,20,Ground,,75,163,1000000,Ordinary,,,74,48,76,83,81,104,466,0,0,0,0,0,2
679,679_0,Honedge,Honedge,6,0.8,2,Steel,Ghost,No Guard,,,Brown,50,50,0,20,Mineral,,180,65,1000000,Ordinary,,,45,80,100,35,37,28,325,0,0,1,0,0,0
680,680_0,Doublade,Doublade,6,0.8,4.5,Steel,Ghost,No Guard,,,Brown,50,50,0,20,Mineral,,90,157,1000000,Ordinary,,,59,110,150,45,49,35,448,0,0,2,0,0,0
681,681_0,Aegislash,Aegislash Shield Form,6,1.7,53,Steel,Ghost,Stance Change,,,Brown,50,50,0,20,Mineral,,45,250,1000000,Ordinary,,,60,50,140,50,140,60,500,0,0,2,0,1,0
681,681_1,Aegislash,Aegislash Blade Form,6,1.7,53,Steel,Ghost,Stance Change,,,Brown,50,50,0,20,Mineral,,45,250,1000000,Ordinary,,,60,140,50,140,50,60,500,0,2,0,1,0,0
682,682_0,Spritzee,Spritzee,6,0.2,0.5,Fairy,,Healer,,Aroma Veil,Pink,50,50,0,20,Fairy,,200,68,1000000,Ordinary,,,78,52,60,63,65,23,341,1,0,0,0,0,0
683,683_0,Aromatisse,Aromatisse,6,0.8,15.5,Fairy,,Healer,,Aroma Veil,Pink,50,50,0,20,Fairy,,140,162,1000000,Ordinary,,,101,72,72,99,89,29,462,2,0,0,0,0,0
684,684_0,Swirlix,Swirlix,6,0.4,3.5,Fairy,,Sweet Veil,,Unburden,White,50,50,0,20,Fairy,,200,68,1000000,Ordinary,,,62,48,66,59,57,49,341,0,0,1,0,0,0
685,685_0,Slurpuff,Slurpuff,6,0.8,5,Fairy,,Sweet Veil,,Unburden,White,50,50,0,20,Fairy,,140,168,1000000,Ordinary,,,82,80,86,85,75,72,480,0,0,2,0,0,0
686,686_0,Inkay,Inkay,6,0.4,3.5,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,50,50,0,20,Water1,Water2,190,58,1000000,Ordinary,,,53,54,53,37,46,45,288,0,1,0,0,0,0
687,687_0,Malamar,Malamar,6,1.5,47,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,50,50,0,20,Water1,Water2,80,169,1000000,Ordinary,,,86,92,88,68,75,73,482,0,2,0,0,0,0
688,688_0,Binacle,Binacle,6,0.5,31,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,50,50,0,20,Water3,,120,61,1000000,Ordinary,,,42,52,67,39,56,50,306,0,1,0,0,0,0
689,689_0,Barbaracle,Barbaracle,6,1.3,96,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,50,50,0,20,Water3,,45,175,1000000,Ordinary,,,72,105,115,54,86,68,500,0,2,0,0,0,0
690,690_0,Skrelp,Skrelp,6,0.5,7.3,Poison,Water,Poison Point,Poison Touch,Adaptability,Brown,50,50,0,20,Water1,Dragon,225,64,1000000,Ordinary,,,50,60,60,60,60,30,320,0,0,0,0,1,0
691,691_0,Dragalge,Dragalge,6,1.8,81.5,Poison,Dragon,Poison Point,Poison Touch,Adaptability,Brown,50,50,0,20,Water1,Dragon,55,173,1000000,Ordinary,,,65,75,90,97,123,44,494,0,0,0,0,2,0
692,692_0,Clauncher,Clauncher,6,0.5,8.3,Water,,Mega Launcher,,,Blue,50,50,0,15,Water1,Water3,225,66,1250000,Ordinary,,,50,53,62,58,63,44,330,0,0,0,1,0,0
693,693_0,Clawitzer,Clawitzer,6,1.3,35.3,Water,,Mega Launcher,,,Blue,50,50,0,15,Water1,Water3,55,100,1250000,Ordinary,,,71,73,88,120,89,59,500,0,0,0,2,0,0
694,694_0,Helioptile,Helioptile,6,0.5,6,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,50,50,0,20,Monster,Dragon,190,58,1000000,Ordinary,,,44,38,33,61,43,70,289,0,0,0,0,0,1
695,695_0,Heliolisk,Heliolisk,6,1,21,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,50,50,0,20,Monster,Dragon,75,168,1000000,Ordinary,,,62,55,52,109,94,109,481,0,0,0,1,0,1
696,696_0,Tyrunt,Tyrunt,6,0.8,26,Rock,Dragon,Strong Jaw,,Sturdy,Brown,87.5,12.5,0,30,Monster,Dragon,45,72,1000000,Ordinary,,,58,89,77,45,45,48,362,0,1,0,0,0,0
697,697_0,Tyrantrum,Tyrantrum,6,2.5,270,Rock,Dragon,Strong Jaw,,Rock Head,Red,87.5,12.5,0,30,Monster,Dragon,45,182,1000000,Ordinary,,,82,121,119,69,59,71,521,0,2,0,0,0,0
698,698_0,Amaura,Amaura,6,1.3,25.2,Rock,Ice,Refrigerate,,Snow Warning,Blue,87.5,12.5,0,30,Monster,,45,72,1000000,Ordinary,,,77,59,50,67,63,46,362,1,0,0,0,0,0
699,699_0,Aurorus,Aurorus,6,2.7,225,Rock,Ice,Refrigerate,,Snow Warning,Blue,87.5,12.5,0,30,Monster,,45,104,1000000,Ordinary,,,123,77,72,99,92,58,521,2,0,0,0,0,0
700,700_0,Sylveon,Sylveon,6,1,23.5,Fairy,,Cute Charm,,Pixilate,Pink,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,95,65,65,110,130,60,525,0,0,0,0,2,0
701,701_0,Hawlucha,Hawlucha,6,0.8,21.5,Fighting,Flying,Limber,Unburden,Mold Breaker,Green,50,50,0,20,Flying,Human-Like,100,175,1000000,Ordinary,,,78,92,75,74,63,118,500,0,2,0,0,0,0
702,702_0,Dedenne,Dedenne,6,0.2,2.2,Electric,Fairy,Cheek Pouch,Pickup,Plus,Yellow,50,50,0,20,Ground,Fairy,180,151,1000000,Ordinary,,,67,58,57,81,67,101,431,0,0,0,0,0,2
703,703_0,Carbink,Carbink,6,0.3,5.7,Rock,Fairy,Clear Body,,Sturdy,Gray,0,0,100,25,Fairy,Mineral,60,100,1250000,Ordinary,,,50,50,150,50,150,50,500,0,0,1,0,1,0
704,704_0,Goomy,Goomy,6,0.3,2.8,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,45,50,35,55,75,40,300,0,0,0,0,1,0
705,705_0,Sliggoo,Sliggoo,6,0.8,17.5,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,158,1250000,Ordinary,,,68,75,53,83,113,60,452,0,0,0,0,2,0
705,705_1,Sliggoo,Hisuian Sliggoo,8,0.7,68.5,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Purple,50,50,0,40,Dragon,,45,158,1250000,Ordinary,,Hisuian,58,75,83,83,113,40,452,0,0,0,0,2,0
706,706_0,Goodra,Goodra,6,2,150.5,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,90,100,70,110,150,80,600,0,0,0,0,3,0
706,706_1,Goodra,Hisuian Goodra,8,1.7,334.1,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Purple,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,Hisuian,80,100,100,110,150,60,600,0,0,0,0,3,0
707,707_0,Klefki,Klefki,6,0.2,3,Steel,Fairy,Prankster,,Magician,Gray,50,50,0,20,Mineral,,75,165,800000,Ordinary,,,57,80,91,80,87,75,470,0,0,1,0,0,0
708,708_0,Phantump,Phantump,6,0.4,7,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,50,50,0,20,Grass,Amorphous,120,62,1000000,Ordinary,,,43,70,48,50,60,38,309,0,1,0,0,0,0
709,709_0,Trevenant,Trevenant,6,1.5,71,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,50,50,0,20,Grass,Amorphous,60,166,1000000,Ordinary,,,85,110,76,65,82,56,474,0,2,0,0,0,0
710,710_0,Pumpkaboo,Pumpkaboo Small,6,0.4,5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,49,66,70,44,55,51,335,0,0,1,0,0,0
710,710_1,Pumpkaboo,Pumpkaboo Average,6,0.3,3.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,44,66,70,44,55,56,335,0,0,1,0,0,0
710,710_2,Pumpkaboo,Pumpkaboo Large,6,0.5,7.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,54,66,70,44,55,46,335,0,0,1,0,0,0
710,710_3,Pumpkaboo,Pumpkaboo Super,6,0.8,15,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,59,66,70,44,55,41,335,0,0,1,0,0,0
711,711_0,Gourgeist,Gourgeist Small,6,0.9,12.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,60,173,1000000,Ordinary,,,65,90,122,58,75,84,494,0,0,2,0,0,0
711,711_1,Gourgeist,Gourgeist Average,6,0.7,9.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,60,173,1000000,Ordinary,,,55,85,122,58,75,99,494,0,0,2,0,0,0
